Date,Barnstable,Berkshire,Bristol,Dukes,Essex,Franklin,Hampden,Hampshire,Middlesex,Nantucket,Norfolk,Plymouth,Suffolk,Worcester,Unknown (Daily),Total,,,,,
2021-01-20,308,190,1251,1,1871,95,1144,222,2992,1,1403,1107,1498,1738,8,13829,,,,,
2021-01-21,312,192,1256,1,1878,96,1152,222,3004,1,1416,1118,1506,1744,8,13906,,,,,
2021-01-22,315,193,1266,1,1887,96,1163,224,3020,1,1426,1124,1508,1755,8,13987,,,,,
2021-01-23,318,194,1276,1,1897,96,1169,226,3031,1,1432,1131,1519,1765,8,14064,,,,,
2021-01-24,322,195,1283,1,1908,96,1175,228,3036,1,1440,1135,1525,1780,8,14133,,,,,
2021-01-25,322,199,1291,1,1916,96,1175,228,3042,1,1445,1137,1530,1787,8,14178,,,,,
2021-01-26,323,200,1297,1,1919,96,1178,230,3051,1,1447,1142,1535,1791,9,14220,,,,,
2021-01-27,327,204,1309,1,1929,96,1186,231,3065,1,1455,1148,1541,1802,9,14304,,,,,
2021-01-28,329,206,1312,1,1939,96,1189,231,3074,1,1458,1149,1548,1807,8,14348,,,,,
2021-01-29,334,212,1325,1,1952,97,1192,233,3091,1,1467,1155,1556,1820,8,14444,,,,,
2021-01-30,340,215,1333,1,1964,97,1200,233,3114,1,1474,1159,1561,1831,8,14531,,,,,
2021-01-31,342,216,1341,1,1969,97,1204,234,3126,1,1479,1162,1563,1834,8,14577,,,,,
2021-02-01,342,217,1344,1,1973,97,1207,234,3134,1,1480,1164,1566,1839,8,14607,,,,,
2021-02-02,342,220,1350,1,1980,98,1207,234,3142,1,1483,1167,1568,1851,8,14652,,,,,
2021-02-03,345,222,1354,1,1991,98,1210,236,3155,1,1484,1173,1572,1858,8,14708,,,,,
2021-02-04,346,224,1362,1,2003,98,1215,236,3166,1,1495,1179,1581,1869,8,14784,,,,,
2021-02-05,348,226,1370,1,2009,98,1221,239,3187,1,1504,1185,1588,1874,8,14859,,,,,
2021-02-06,351,229,1378,1,2015,98,1227,239,3202,1,1509,1187,1592,1884,8,14921,,,,,
2021-02-07,354,230,1384,1,2026,98,1232,241,3216,1,1518,1198,1597,1895,8,14999,,,,,
2021-02-08,358,234,1387,1,2033,98,1238,241,3228,1,1522,1202,1603,1900,8,15054,,,,,
2021-02-09,361,237,1396,1,2037,99,1244,241,3241,1,1533,1211,1606,1908,8,15124,,,,,
2021-02-10,362,239,1403,1,2051,99,1253,244,3256,1,1541,1216,1617,1916,8,15207,,,,,
2021-02-11,368,239,1412,1,2058,99,1259,244,3265,1,1545,1221,1627,1922,8,15269,,,,,
2021-02-12,372,239,1423,1,2067,99,1266,245,3282,1,1555,1233,1633,1934,8,15358,,,,,
2021-02-13,376,240,1432,1,2075,99,1269,247,3295,1,1559,1238,1642,1942,8,15424,,,,,
2021-02-14,377,242,1439,1,2078,99,1274,249,3312,1,1564,1242,1646,1952,8,15484,,,,,
2021-02-15,380,242,1442,1,2081,99,1278,249,3320,1,1565,1244,1651,1956,8,15517,,,,,
2021-02-16,380,243,1448,1,2087,99,1282,251,3336,1,1567,1249,1654,1961,8,15567,,,,,
2021-02-17,384,244,1448,1,2096,99,1286,252,3343,1,1573,1256,1659,1973,8,15623,,,,,
2021-02-18,386,246,1453,1,2104,99,1292,253,3351,1,1581,1261,1666,1984,8,15686,,,,,
2021-02-19,387,248,1456,1,2112,99,1298,254,3361,1,1583,1264,1666,1988,8,15726,,,,,
2021-02-20,389,248,1462,1,2121,99,1301,255,3371,1,1593,1268,1668,1994,8,15779,,,,,
2021-02-21,391,250,1466,1,2125,100,1305,255,3382,1,1597,1269,1673,2003,8,15826,,,,,
2021-02-22,391,251,1468,1,2128,100,1308,256,3389,1,1599,1271,1674,2008,8,15853,,,,,
2021-02-23,393,251,1472,1,2130,100,1311,256,3398,1,1601,1275,1677,2009,8,15883,,,,,
2021-02-24,396,254,1479,1,2139,100,1316,256,3409,1,1605,1280,1681,2020,8,15945,,,,,
2021-02-25,398,254,1482,1,2141,100,1320,258,3416,1,1607,1283,1685,2024,8,15978,,,,,
2021-02-26,401,257,1486,1,2149,101,1322,260,3420,1,1612,1289,1687,2030,8,16024,,,,,
2021-02-27,403,258,1493,1,2152,101,1328,261,3429,1,1613,1291,1693,2035,8,16067,,,,,
2021-02-28,404,261,1501,1,2163,101,1332,261,3438,1,1617,1294,1697,2039,8,16118,,,,,
2021-03-01,405,261,1505,1,2166,101,1332,261,3444,1,1621,1297,1700,2041,8,16144,,,,,
2021-03-02,405,261,1509,1,2170,101,1340,261,3452,1,1626,1302,1701,2044,8,16182,,,,,
2021-03-03,407,261,1520,1,2180,101,1347,262,3460,1,1636,1310,1707,2051,8,16252,,,,,
2021-03-04,408,262,1525,1,2186,101,1351,263,3468,2,1638,1315,1713,2055,8,16296,,,,,
2021-03-05,410,262,1527,1,2190,101,1357,263,3472,2,1641,1318,1712,2058,8,16322,,,,,
2021-03-06,411,262,1533,1,2197,101,1365,264,3482,2,1649,1323,1718,2058,8,16374,,,,,
2021-03-07,413,262,1543,1,2202,101,1371,266,3493,2,1651,1324,1720,2060,8,16417,,,,,
2021-03-08,415,262,1545,1,2206,101,1372,268,3495,2,1653,1324,1720,2063,8,16435,,,,,
2021-03-09,418,262,1550,1,2205,101,1372,268,3499,2,1657,1326,1721,2066,8,16456,,,,,
2021-03-10,418,263,1556,1,2211,101,1379,269,3506,2,1662,1332,1729,2072,8,16509,,,,,
2021-03-11,418,264,1562,1,2215,101,1386,270,3514,2,1663,1332,1738,2077,8,16551,,,,,
2021-03-12,421,264,1566,1,2217,101,1388,272,3523,2,1664,1333,1741,2079,8,16580,,,,,
2021-03-13,421,264,1573,1,2220,101,1393,274,3530,2,1665,1335,1747,2080,8,16614,,,,,
2021-03-14,422,265,1574,1,2223,101,1395,274,3536,2,1667,1341,1749,2087,8,16645,,,,,
2021-03-15,424,266,1578,1,2227,101,1396,274,3540,2,1671,1344,1752,2089,8,16673,,,,,
2021-03-16,424,267,1580,1,2230,102,1397,274,3545,2,1673,1343,1752,2090,8,16688,,,,,
2021-03-17,424,267,1582,2,2235,104,1405,275,3550,2,1679,1345,1758,2096,8,16732,,,,,
2021-03-18,427,268,1583,2,2239,104,1407,276,3553,2,1682,1347,1760,2101,8,16759,,,,,
2021-03-19,428,268,1586,2,2244,104,1412,277,3561,2,1688,1355,1762,2106,8,16803,,,,,
2021-03-20,428,269,1589,2,2247,104,1414,277,3571,2,1692,1355,1763,2111,8,16832,,,,,
2021-03-21,429,269,1596,2,2248,104,1417,278,3577,2,1696,1360,1768,2113,8,16867,,,,,
2021-03-22,429,269,1601,2,2253,104,1419,278,3584,2,1697,1361,1769,2118,8,16894,,,,,
2021-03-23,430,269,1602,2,2255,104,1422,279,3587,2,1699,1362,1771,2123,8,16915,,,,,
2021-03-24,435,269,1606,2,2265,105,1427,279,3599,2,1706,1365,1773,2129,8,16970,,,,,
2021-03-25,437,271,1613,2,2271,105,1433,279,3609,2,1706,1368,1773,2133,8,17010,,,,,
2021-03-26,438,271,1623,2,2275,105,1434,281,3616,2,1712,1372,1776,2136,8,17051,,,,,
2021-03-27,440,272,1627,2,2278,106,1436,282,3624,2,1714,1373,1781,2141,8,17086,,,,,
2021-03-28,441,275,1628,2,2282,107,1440,282,3632,2,1716,1373,1783,2144,8,17115,,,,,
2021-03-29,442,275,1629,2,2286,107,1441,283,3636,2,1717,1374,1784,2144,8,17130,,,,,
2021-03-30,443,275,1631,2,2290,107,1443,284,3638,2,1719,1376,1784,2146,8,17148,,,,,
2021-03-31,444,276,1637,2,2295,107,1446,284,3645,2,1721,1379,1788,2151,8,17185,,,,,
2021-04-01,445,276,1642,2,2299,107,1446,284,3654,2,1726,1380,1791,2155,8,17217,,,,,
2021-04-02,445,277,1645,2,2300,108,1453,284,3661,2,1731,1382,1794,2157,8,17249,,,,,
2021-04-03,446,278,1650,2,2306,109,1455,284,3666,2,1736,1383,1795,2161,8,17281,,,,,
2021-04-04,447,278,1652,2,2310,109,1456,284,3672,2,1739,1384,1797,2163,8,17303,,,,,
2021-04-05,448,279,1653,2,2313,109,1458,284,3677,2,1743,1384,1799,2166,8,17325,,,,,
2021-04-06,448,279,1654,2,2314,109,1459,284,3680,2,1745,1385,1801,2167,8,17337,,,,,
2021-04-07,450,281,1656,2,2316,110,1461,284,3682,2,1749,1387,1801,2169,8,17358,,,,,
2021-04-08,450,281,1656,2,2317,110,1465,284,3683,2,1750,1388,1801,2169,8,17366,,,,,
2021-04-09,452,281,1657,2,2317,110,1467,284,3684,2,1753,1388,1802,2169,8,17376,,,,,
2021-04-10,453,281,1658,2,2318,110,1467,284,3685,2,1752,1388,1802,2169,8,17379,,,,,
2021-04-11,453,281,1659,2,2321,110,1468,284,3685,2,1753,1388,1802,2171,8,17387,,,,,
2021-04-12,453,281,1659,2,2323,110,1469,284,3689,2,1759,1391,1804,2173,7,17406,,,,,
2021-04-13,453,281,1662,2,2323,110,1471,284,3689,2,1759,1392,1804,2174,7,17413,,,,,
2021-04-14,453,282,1664,2,2324,110,1472,284,3692,2,1760,1392,1807,2176,7,17427,,,,,
2021-04-15,454,282,1664,2,2324,110,1474,284,3692,2,1760,1392,1808,2177,7,17432,,,,,
2021-04-16,454,282,1666,2,2328,111,1476,286,3694,2,1760,1392,1808,2177,7,17445,,,,,
2021-04-17,455,282,1667,2,2328,111,1479,287,3695,2,1763,1392,1808,2177,7,17455,,,,,
2021-04-18,455,282,1667,2,2329,111,1480,288,3696,2,1764,1392,1809,2178,7,17462,,,,,
2021-04-19,457,282,1670,2,2331,111,1481,289,3699,2,1765,1394,1810,2181,7,17481,,,,,
2021-04-20,457,282,1670,2,2331,111,1482,289,3700,2,1765,1395,1810,2181,7,17484,,,,,
2021-04-21,459,282,1670,2,2334,112,1483,290,3701,2,1765,1398,1810,2183,7,17498,,,,,
2021-04-22,459,282,1677,2,2335,112,1484,290,3705,2,1765,1399,1811,2185,7,17515,,,,,
2021-04-23,459,282,1681,2,2337,112,1485,290,3708,2,1766,1401,1811,2185,7,17528,,,,,
2021-04-24,461,282,1683,2,2340,112,1485,290,3709,3,1768,1405,1811,2186,7,17544,,,,,
2021-04-25,461,282,1684,2,2341,112,1487,290,3710,3,1768,1405,1811,2187,7,17550,,,,,
2021-04-26,461,282,1687,2,2343,112,1487,290,3713,3,1769,1407,1812,2187,7,17562,,,,,
2021-04-27,461,282,1689,2,2344,112,1487,290,3713,3,1769,1407,1813,2187,7,17566,,,,,
2021-04-28,461,282,1691,2,2347,112,1489,290,3715,3,1771,1407,1813,2188,7,17578,,,,,
2021-04-29,461,282,1696,2,2348,113,1490,290,3718,3,1772,1409,1814,2189,7,17594,,,,,
2021-04-30,461,282,1700,2,2349,113,1495,290,3720,3,1772,1410,1817,2189,7,17610,,,,,
2021-05-01,461,282,1700,2,2350,113,1496,290,3721,3,1773,1411,1819,2189,7,17617,,,,,
2021-05-02,461,282,1701,2,2351,113,1496,290,3721,3,1773,1411,1820,2190,7,17621,,,,,
2021-05-03,462,282,1703,2,2352,113,1497,291,3725,3,1776,1415,1820,2191,7,17639,,,,,
2021-05-04,462,282,1705,2,2354,113,1497,291,3725,3,1776,1415,1820,2192,7,17644,,,,,
2021-05-05,462,283,1708,2,2354,113,1498,293,3729,3,1776,1416,1820,2194,7,17658,,,,,
2021-05-06,462,283,1708,2,2357,113,1497,294,3729,3,1777,1416,1820,2195,7,17663,,,,,
2021-05-07,462,283,1709,2,2358,113,1496,294,3731,3,1777,1417,1820,2196,7,17668,,,,,
2021-05-08,462,283,1710,2,2358,113,1498,294,3732,3,1778,1418,1822,2196,7,17676,,,,,
2021-05-09,463,283,1710,2,2358,113,1498,294,3732,3,1778,1422,1822,2197,7,17682,,,,,
2021-05-10,463,285,1710,2,2362,113,1500,294,3736,3,1778,1424,1823,2198,7,17698,,,,,
2021-05-11,463,285,1710,2,2362,113,1500,294,3736,3,1778,1424,1823,2198,7,17698,,,,,
2021-05-12,464,285,1711,2,2363,113,1504,294,3736,3,1778,1425,1826,2201,7,17712,,,,,
2021-05-13,464,285,1716,2,2365,113,1504,294,3737,3,1779,1425,1827,2201,7,17722,,,,,
2021-05-14,465,285,1720,2,2367,113,1506,294,3739,3,1780,1426,1829,2206,7,17742,,,,,
2021-05-15,465,285,1721,2,2368,113,1507,294,3739,3,1780,1426,1830,2207,7,17747,,,,,
2021-05-16,465,285,1721,2,2369,113,1510,294,3739,3,1780,1426,1831,2208,7,17753,,,,,
2021-05-17,465,285,1717,2,2374,113,1507,294,3744,3,1780,1429,1834,2218,7,17772,,,,,
2021-05-18,466,285,1718,2,2375,113,1508,294,3746,3,1780,1430,1834,2218,7,17779,,,,,
2021-05-19,466,285,1719,2,2378,113,1511,295,3749,3,1781,1432,1834,2219,7,17794,,,,,
2021-05-20,466,286,1720,2,2379,113,1513,295,3749,3,1782,1432,1833,2222,7,17802,,,,,
2021-05-21,466,286,1722,2,2379,113,1514,296,3751,3,1783,1434,1833,2224,7,17813,,,,,
2021-05-22,466,286,1723,2,2380,113,1514,296,3751,3,1783,1435,1833,2226,7,17818,,,,,
2021-05-23,466,286,1725,2,2380,113,1515,296,3751,3,1783,1435,1833,2228,7,17823,,,,,
2021-05-24,466,286,1725,2,2380,113,1515,296,3751,3,1783,1435,1834,2229,7,17825,,,,,
2021-05-25,467,286,1727,2,2382,113,1516,296,3752,3,1785,1435,1834,2230,7,17835,,,,,
2021-05-26,468,286,1728,2,2383,113,1517,296,3753,3,1785,1435,1835,2230,7,17841,,,,,
2021-05-27,469,286,1726,2,2385,114,1520,297,3754,3,1786,1435,1835,2231,7,17850,,,,,
2021-05-28,469,286,1726,2,2386,113,1521,297,3755,3,1787,1435,1836,2231,7,17854,,,,,
2021-05-29,469,286,1726,2,2389,113,1524,297,3757,3,1789,1435,1838,2233,7,17868,,,,,
2021-05-30,469,286,1728,2,2389,113,1526,297,3757,3,1789,1435,1838,2233,7,17872,,,,,
2021-05-31,469,286,1728,2,2390,113,1526,298,3758,3,1789,1437,1838,2234,7,17878,,,,,
2021-06-01,469,286,1729,2,2392,113,1525,298,3759,3,1789,1438,1838,2235,7,17883,,,,,
2021-06-02,469,286,1729,2,2393,113,1526,298,3759,3,1789,1438,1838,2236,7,17886,,,,,
2021-06-03,469,286,1730,2,2394,113,1526,298,3761,3,1790,1439,1838,2237,7,17893,,,,,
2021-06-04,469,287,1731,2,2394,113,1528,298,3762,3,1792,1439,1841,2237,7,17903,,,,,
2021-06-05,469,287,1731,2,2394,113,1529,298,3764,3,1792,1439,1842,2237,7,17907,,,,,
2021-06-06,469,287,1731,2,2394,113,1530,298,3766,3,1793,1439,1842,2237,7,17911,,,,,
2021-06-07,469,287,1731,2,2394,113,1530,298,3767,3,1795,1439,1842,2238,7,17915,,,,,
2021-06-08,469,287,1731,2,2394,113,1531,298,3768,3,1795,1439,1842,2238,7,17917,,,,,
2021-06-09,469,287,1733,2,2394,113,1532,298,3769,3,1795,1440,1842,2238,7,17922,,,,,
2021-06-10,470,287,1735,2,2395,113,1532,298,3770,3,1795,1440,1844,2238,7,17929,,,,,
2021-06-11,470,287,1737,2,2396,113,1534,298,3770,3,1795,1441,1844,2240,7,17937,,,,,
2021-06-12,470,287,1737,2,2396,113,1534,298,3770,3,1796,1441,1845,2240,7,17939,,,,,
2021-06-13,469,287,1737,2,2396,113,1535,298,3770,3,1796,1441,1845,2240,7,17939,,,,,
2021-06-14,469,287,1740,2,2398,113,1535,298,3770,3,1797,1442,1845,2241,7,17947,,,,,
2021-06-15,469,287,1742,2,2398,113,1535,298,3770,3,1797,1442,1845,2241,7,17949,,,,,
2021-06-16,469,287,1742,2,2399,113,1535,300,3770,3,1797,1443,1845,2241,7,17953,,,,,
2021-06-17,469,287,1743,2,2399,113,1535,300,3770,3,1797,1444,1845,2243,7,17957,,,,,
2021-06-18,469,287,1743,2,2399,113,1535,300,3771,3,1799,1444,1845,2243,7,17960,,,,,
2021-06-19,469,287,1743,2,2400,113,1535,300,3772,3,1798,1444,1846,2244,10,17966,,,,,
2021-06-20,469,287,1744,2,2401,113,1535,300,3772,3,1800,1444,1847,2244,10,17971,,,,,
2021-06-21,469,288,1744,2,2401,113,1536,300,3774,3,1800,1444,1847,2246,9,17976,,,,,
2021-06-22,469,288,1744,2,2401,113,1536,300,3774,3,1801,1444,1847,2246,9,17977,,,,,
2021-06-23,469,288,1744,2,2402,113,1536,300,3776,3,1801,1445,1847,2247,9,17982,,,,,
2021-06-24,469,288,1745,2,2403,113,1537,300,3776,3,1802,1445,1847,2247,9,17986,,,,,
2021-06-25,469,288,1745,2,2403,113,1537,300,3777,3,1802,1445,1847,2247,9,17987,,,,,
2021-06-26,470,288,1745,2,2403,113,1537,300,3777,3,1802,1446,1847,2247,9,17989,,,,,
2021-06-27,470,288,1745,2,2403,113,1537,300,3777,3,1803,1446,1847,2247,9,17990,,,,,
