Date,Contra Costa,Los Angeles,Orange,OC Antigen,Placer,Solano,CA,Long Beach,LA DPH Pos tested,OC-CA,OC-CA date of test,,,,
2021-05-25,69754,1239280,255070,16655,22942,33200,3675817,53353,1154388,254321,254494,,,,
2021-05-26,69804,1243319,255081,16685,22956,33218,3677235,53369,1154584,254368,254525,,,,
2021-05-27,69850,1243522,255109,16742,22983,33261,3682099,53378,1154762,254438,254560,,,,
2021-05-28,69897,1243712,255164,16772,23004,33293,3683309,53383,1154921,254494,254595,,,,
2021-05-29,69926,1243882,255220,16839,,,3684388,,1155042,254537,254613,,,,
2021-05-30,69946,1244054,255241,16853,,,3685032,,1155148,254559,254634,,,,
2021-05-31,69968,1244161,255262,16859,,,3685455,,1155227,254572,254656,,,,
2021-06-01,70013,1244254,255291,16865,23042,33397,3685916,53403,1155468,254603,254684,,,,
2021-06-02,70068,1244459,255322,16888,23075,33430,3686689,53416,1155701,254637,254720,,,,
2021-06-03,70115,1244662,255347,16895,23118,33469,3687736,53437,1155909,254676,254765,,,,
2021-06-04,70174,1244917,255371,16927,23127,33491,3688893,53450,1156085,254730,254793,,,,
2021-06-05,70202,1245120,255413,16948,,,3689994,,1156220,254752,254829,,,,
2021-06-06,70224,1245253,255454,16972,,,3690868,,1156335,254782,254852,,,,
2021-06-07,70302,1245412,255473,16974,23196,33511,3691660,53465,1156535,254808,254886,,,,
2021-06-08,70344,1245588,255504,17000,23228,33518,3692506,53468,1156732,254852,254921,,,,
2021-06-09,70397,1245771,255530,17022,23257,33533,3693362,53482,1156940,254893,254961,,,,
2021-06-10,70440,1245949,255570,17047,23305,33559,3694498,53476,1157134,254950,255001,,,,
2021-06-11,70489,1246123,255588,17062,23338,33569,3695530,53485,1157326,254975,255030,,,,
2021-06-12,70520,1246307,,,,,3696472,,1157458,255004,255053,,,,
2021-06-13,70546,1246436,,,,,3697299,,1157558,255043,255079,,,,
2021-06-14,70597,1246619,255663,17082,23383,,3697927,53505,1157795,255069,255131,,,,
2021-06-15,70648,1246821,255695,17092,23410,33636,3698626,53515,1157984,255127,255162,,,,
2021-06-16,70707,1247032,255728,17099,23438,33651,3699455,,1158222,255188,255197,,,,
2021-06-17,70762,1247216,255771,17106,23477,33673,3700750,53525,1158428,255240,255235,,,,
2021-06-18,70801,1247361,255810,17112,23518,33707,3701926,53533,1158636,255274,255268,,,,
2021-06-19,70847,1247618,,,,,3702882,,1158784,255329,255298,,,,
2021-06-20,70873,1247742,,,,,3704005,,1158915,255377,255316,,,,
2021-06-21,70926,1247899,255922,17135,23589,33762,3704640,,1159197,255400,255364,,,,
2021-06-22,70994,1248128,255958,17147,23604,,3705427,53564,1159506,255452,255412,,,,
2021-06-23,71041,1248415,255977,17151,23633,33797,3706846,53583,1159798,255479,255471,,,,
2021-06-24,71105,1248737,256008,17162,23656,,3708861,53607,1160139,255520,255535,,,,
2021-06-25,71166,1249065,256052,17173,23673,33846,3710544,53612,1160426,255574,255599,,,,
2021-06-26,71191,1249304,,,,,3712795,,1160666,255640,255650,,,,
2021-06-27,71211,1249560,,,,,3714051,,1160867,255710,255687,,,,
2021-06-28,71279,1249835,256222,17205,23751,33898,3714813,53650,1161270,255755,255737,,,,
2021-06-29,71314,1250240,256266,17216,23726,,3710454,53669,1161565,255686,255754,,,,
2021-06-30,71319,1250717,256317,17244,23755,33973,3712152,53692,1161589,255764,255754,,,,
2021-07-01,,,256371,17265,23793,,,,,,,,,,
