Date,Barnstable,Berkshire,Bristol,Dukes,Essex,Franklin,Hampden,Hampshire,Middlesex,Nantucket,Norfolk,Plymouth,Suffolk,Worcester,Unknown (Daily),Total
3/10/2020,0,7,0,0,1,0,0,0,41,0,22,0,20,1,0,92
3/11/2020,0,7,0,0,1,0,0,0,44,0,23,0,19,1,0,95
3/12/2020,0,9,0,0,2,0,0,0,49,0,24,0,22,1,1,108
3/13/2020,0,9,0,0,2,0,0,0,60,0,24,0,26,2,0,123
3/14/2020,1,9,1,0,5,0,0,0,65,0,28,0,27,2,0,138
3/15/2020,1,9,1,0,6,0,1,0,75,0,31,1,31,6,2,164
3/16/2020,1,11,2,0,8,0,1,0,83,0,36,3,36,6,10,197
3/17/2020,2,14,5,0,8,0,1,0,89,0,43,5,42,8,1,218
3/18/2020,2,17,5,0,14,1,2,0,100,0,45,5,51,10,4,256
3/19/2020,5,18,6,0,19,1,3,1,119,0,52,5,72,14,13,328
3/20/2020,9,20,6,0,29,1,3,2,144,0,64,11,86,19,19,413
3/21/2020,11,21,14,1,41,2,9,2,177,0,69,20,108,24,26,525
3/22/2020,24,23,24,1,60,2,12,4,199,0,75,25,126,37,34,646
3/23/2020,30,26,25,1,73,2,15,6,232,0,82,32,154,42,57,777
3/24/2020,40,37,31,2,118,5,24,8,304,0,129,64,234,73,90,1159
3/25/2020,51,71,67,2,177,14,45,11,446,1,222,101,342,129,159,1838
3/26/2020,67,73,90,3,247,16,55,17,538,1,292,138,448,166,267,2418
3/27/2020,100,105,129,3,350,24,90,20,685,2,393,187,631,219,303,3241
3/28/2020,133,119,179,3,472,39,183,30,842,4,490,272,843,291,356,4256
3/29/2020,148,151,208,4,570,41,201,37,981,5,548,325,940,337,460,4956
3/30/2020,173,162,263,4,653,49,255,46,1141,5,628,380,1115,390,489,5753
3/31/2020,191,171,306,5,784,61,354,69,1340,5,738,459,1373,433,333,6622
4/1/2020,255,183,366,5,885,72,475,81,1582,6,829,561,1624,563,251,7738
4/2/2020,283,213,424,5,1039,85,546,102,1870,7,938,621,1896,667,270,8966
4/3/2020,314,240,517,7,1238,89,661,114,2202,9,1045,745,2183,825,213,10402
4/4/2020,330,253,601,7,1400,95,733,125,2468,9,1199,898,2429,915,274,11736
4/5/2020,347,258,659,8,1506,100,768,128,2632,9,1271,963,2658,978,215,12500
4/6/2020,383,268,722,8,1653,107,889,147,2950,9,1382,1067,2929,1077,246,13837
4/7/2020,405,278,768,9,1841,118,997,158,3187,9,1592,1194,3245,1172,229,15202
4/8/2020,423,281,835,8,2103,117,1081,164,3545,9,1778,1327,3600,1296,223,16790
4/9/2020,444,304,994,9,2336,128,1276,177,4045,9,2007,1507,4041,1461,203,18941
4/10/2020,464,329,1086,12,2670,135,1394,194,4447,9,2216,1677,4534,1678,129,20974
4/11/2020,480,336,1191,12,2896,138,1545,204,4872,9,2395,1809,4926,1822,225,22860
4/12/2020,501,350,1327,12,3170,143,1647,219,5660,9,2649,2024,5359,2032,373,25475
4/13/2020,502,355,1394,12,3413,148,1694,224,5983,9,2838,2141,5579,2128,447,26867
4/14/2020,514,360,1435,11,3594,155,1798,233,6254,9,2969,2207,5872,2246,506,28163
4/15/2020,530,370,1508,11,3894,160,1885,239,6681,9,3122,2308,6279,2350,572,29918
4/16/2020,550,382,1605,12,4245,170,1985,248,7206,9,3342,2466,6820,2503,638,32181
4/17/2020,582,390,1693,14,4668,178,2163,269,7867,9,3580,2614,7378,2812,768,34985
4/18/2020,599,392,1733,16,5001,182,2283,317,8422,9,3740,2725,7803,3000,741,36963
4/19/2020,642,394,1766,16,5240,186,2366,328,8863,9,3874,2869,8181,3117,823,38674
4/20/2020,674,394,1815,16,5385,192,2467,343,9383,9,4045,3014,8422,3230,863,40252
4/21/2020,682,411,1888,16,5621,197,2562,348,9756,9,4152,3083,8778,3392,937,41832
4/22/2020,688,411,1946,16,5886,201,2710,357,10239,9,4306,3296,9174,3511,864,43614
4/23/2020,720,425,2222,16,6325,208,2871,380,10877,9,4641,3573,9859,3854,747,46727
4/24/2020,760,432,2739,17,6952,222,3096,409,11843,9,5084,4204,10847,4285,801,51700
4/25/2020,770,432,2872,17,7327,230,3266,425,12426,9,5288,4435,11346,4529,763,54135
4/26/2020,787,435,2967,17,7606,231,3332,440,12826,10,5407,4562,11674,4642,817,55753
4/27/2020,813,435,3113,17,7827,236,3420,456,13133,10,5521,4675,12019,4815,805,57295
4/28/2020,843,437,3318,17,8094,242,3586,522,13603,11,5703,4823,12286,5073,635,59193
4/29/2020,866,447,3478,18,8509,257,3738,544,13996,11,5843,4956,12693,5377,468,61201
4/30/2020,886,449,3631,19,8813,262,3819,560,14420,11,6054,5180,13051,5630,426,63211
5/1/2020,930,451,3848,20,9178,265,3943,532,14829,11,6231,5371,13468,5874,437,65388
5/2/2020,970,455,3975,20,9522,268,4053,563,15281,11,6370,5536,13784,6220,410,67438
5/3/2020,981,458,4083,23,9705,275,4121,573,15614,11,6472,5643,13963,6382,1014,69318
5/4/2020,997,460,4169,23,9941,279,4171,579,16020,11,6588,5747,14141,6567,695,70388
5/5/2020,1008,464,4304,23,10154,281,4262,591,16264,11,6685,5891,14389,6698,629,71654
5/6/2020,1039,469,4457,24,10533,284,4383,599,16643,12,6847,6060,14722,7105,361,73538
5/7/2020,1065,474,4610,26,10812,291,4512,614,17016,11,6979,6254,14996,7315,363,75338
5/8/2020,1088,482,4754,26,11207,295,4598,674,17386,11,7080,6384,15237,7536,332,77090
5/9/2020,1112,483,4934,28,11429,301,4725,679,17694,11,7172,6504,15423,7743,323,78561
5/10/2020,1129,486,5023,28,11576,301,4793,696,17996,12,7246,6582,15591,7880,337,79676
5/11/2020,1138,489,5093,29,11665,305,4843,710,18197,12,7303,6661,15686,7956,322,80409
5/12/2020,1158,497,5227,29,11811,306,4917,724,18394,12,7359,6720,15806,8102,308,81370
5/13/2020,1178,498,5361,30,11955,312,4978,731,18680,12,7457,6811,15964,8391,299,82657
5/14/2020,1186,502,5556,31,12222,312,5068,747,18890,12,7601,7002,16285,8711,335,84460
5/15/2020,1208,505,5710,31,12419,314,5133,762,19223,12,7685,7105,16415,8944,320,85786
5/16/2020,1219,511,5868,32,12609,314,5231,776,19445,12,7780,7223,16777,9233,344,87374
5/17/2020,1224,513,5994,33,12767,318,5303,792,19696,12,7852,7308,16917,9421,350,88500
5/18/2020,1229,514,6122,33,12898,318,5363,799,19918,12,7906,7384,17110,9613,347,89566
5/19/2020,1253,515,6207,33,13067,318,5437,805,20107,12,7959,7449,17278,9757,324,90521
5/20/2020,1275,518,6295,36,13252,320,5523,817,20331,12,8011,7542,17434,9958,330,91654
5/21/2020,1282,529,6421,38,13411,321,5602,833,20580,13,8101,7636,17572,10181,340,92860
5/22/2020,1346,531,6503,38,13580,321,5683,840,20776,13,8148,7704,17680,10301,332,93796
